Date,Trade Volume,Trade Value,Opening Price,Highest Price,Lowest Price,Closing Price,Change,Transaction,title
2021/08/12,"16,031,265","9,383,967,628",586.00,588.00,584.00,586.00,-4.00,"15,202",2021/08  Daily Trading Value/Volume of 2330 
2021/08/13,"25,440,973","14,769,155,709",585.00,585.00,579.00,581.00,-5.00,"36,198",2021/08  Daily Trading Value/Volume of 2330 
2021/08/16,"19,949,389","11,612,486,234",582.00,586.00,578.00,584.00,+3.00,"17,055",2021/08  Daily Trading Value/Volume of 2330 
2021/08/17,"31,845,499","18,475,506,150",580.00,582.00,578.00,580.00,-4.00,"19,184",2021/08  Daily Trading Value/Volume of 2330 
2021/08/18,"47,063,629","26,855,353,529",568.00,575.00,566.00,574.00,-6.00,"86,118",2021/08  Daily Trading Value/Volume of 2330 
2021/08/19,"42,133,375","23,766,228,074",573.00,573.00,559.00,559.00,-15.00,"119,048",2021/08  Daily Trading Value/Volume of 2330 
2021/08/20,"47,741,449","26,565,551,162",560.00,563.00,551.00,552.00,-7.00,"72,684",2021/08  Daily Trading Value/Volume of 2330 
2021/08/23,"34,775,337","19,688,362,857",560.00,572.00,559.00,566.00,+14.00,"30,421",2021/08  Daily Trading Value/Volume of 2330 
2021/08/24,"27,397,309","15,697,269,609",574.00,575.00,571.00,572.00,+6.00,"21,032",2021/08  Daily Trading Value/Volume of 2330 
2021/08/25,"28,867,651","16,769,849,402",579.00,585.00,574.00,585.00,+13.00,"29,096",2021/08  Daily Trading Value/Volume of 2330 
2021/08/26,"45,027,320","26,834,160,811",601.00,603.00,591.00,594.00,+9.00,"42,735",2021/08  Daily Trading Value/Volume of 2330 
2021/08/27,"29,459,532","17,596,859,741",596.00,600.00,593.00,599.00,+5.00,"31,217",2021/08  Daily Trading Value/Volume of 2330 
2021/08/30,"40,606,821","24,425,472,555",602.00,605.00,599.00,605.00,+6.00,"43,096",2021/08  Daily Trading Value/Volume of 2330 
2021/08/31,"58,916,407","35,867,753,009",604.00,614.00,598.00,614.00,+9.00,"46,791",2021/08  Daily Trading Value/Volume of 2330 
2021/09/01,"31,242,788","19,126,702,297",614.00,614.00,608.00,613.00,-1.00,"30,125",2021/09  Daily Trading Value/Volume of 2330 
2021/09/02,"26,715,492","16,341,803,689",613.00,615.00,607.00,607.00,-6.00,"26,153",2021/09  Daily Trading Value/Volume of 2330 
2021/09/03,"53,915,006","33,278,648,609",610.00,620.00,610.00,620.00,+13.00,"62,288",2021/09  Daily Trading Value/Volume of 2330 
2021/09/06,"59,223,061","37,250,623,087",623.00,638.00,621.00,631.00,+11.00,"77,024",2021/09  Daily Trading Value/Volume of 2330 
2021/09/07,"27,422,775","17,191,259,166",634.00,634.00,623.00,623.00,-8.00,"29,823",2021/09  Daily Trading Value/Volume of 2330 
2021/09/08,"38,713,621","23,960,375,113",622.00,627.00,612.00,619.00,-4.00,"38,267",2021/09  Daily Trading Value/Volume of 2330 
2021/09/09,"19,309,522","11,886,107,760",612.00,620.00,610.00,619.00, 0.00,"19,569",2021/09  Daily Trading Value/Volume of 2330 
2021/09/10,"16,740,439","10,365,721,937",615.00,623.00,614.00,622.00,+3.00,"17,067",2021/09  Daily Trading Value/Volume of 2330 
2021/09/13,"15,809,768","9,734,528,161",619.00,620.00,613.00,615.00,-7.00,"21,779",2021/09  Daily Trading Value/Volume of 2330 
2021/09/14,"16,024,935","9,849,961,184",618.00,618.00,612.00,613.00,-2.00,"13,569",2021/09  Daily Trading Value/Volume of 2330 
2021/09/15,"26,041,452","15,872,971,715",610.00,613.00,607.00,607.00,-6.00,"24,839",2021/09  Daily Trading Value/Volume of 2330 
2021/09/16,"23,315,040","14,030,697,248",603.00,607.00,599.00,600.00,X0.00,"31,437",2021/09  Daily Trading Value/Volume of 2330 
2021/09/17,"42,383,815","25,510,152,115",600.00,610.00,599.00,600.00, 0.00,"18,681",2021/09  Daily Trading Value/Volume of 2330 
2021/09/22,"42,732,169","25,056,693,727",586.00,589.00,583.00,586.00,-14.00,"70,389",2021/09  Daily Trading Value/Volume of 2330 
2021/09/23,"22,736,266","13,406,035,166",588.00,593.00,588.00,588.00,+2.00,"22,991",2021/09  Daily Trading Value/Volume of 2330 
2021/09/24,"17,302,848","10,289,114,839",591.00,598.00,590.00,598.00,+10.00,"15,796",2021/09  Daily Trading Value/Volume of 2330 
2021/09/27,"20,034,221","11,993,300,562",600.00,602.00,593.00,602.00,+4.00,"16,349",2021/09  Daily Trading Value/Volume of 2330 
2021/09/28,"17,325,896","10,291,543,822",595.00,596.00,592.00,594.00,-8.00,"16,496",2021/09  Daily Trading Value/Volume of 2330 
2021/09/29,"51,834,124","30,040,354,500",580.00,583.00,577.00,580.00,-14.00,"95,024",2021/09  Daily Trading Value/Volume of 2330 
2021/09/30,"36,318,623","21,054,651,328",580.00,585.00,575.00,580.00, 0.00,"32,973",2021/09  Daily Trading Value/Volume of 2330 
2021/10/01,"39,006,124","22,368,447,571",579.00,579.00,571.00,574.00,-6.00,"78,088",2021/10  Daily Trading Value/Volume of 2330 
2021/10/04,"22,288,138","12,741,914,919",574.00,575.00,569.00,572.00,-2.00,"42,147",2021/10  Daily Trading Value/Volume of 2330 
2021/10/05,"36,063,650","20,406,526,124",562.00,572.00,560.00,572.00, 0.00,"56,678",2021/10  Daily Trading Value/Volume of 2330 
2021/10/06,"33,989,379","19,345,468,774",573.00,574.00,565.00,571.00,-1.00,"53,606",2021/10  Daily Trading Value/Volume of 2330 
2021/10/07,"28,480,400","16,458,019,782",575.00,582.00,572.00,580.00,+9.00,"23,304",2021/10  Daily Trading Value/Volume of 2330 
2021/10/08,"22,601,904","13,051,944,932",582.00,583.00,573.00,575.00,-5.00,"24,157",2021/10  Daily Trading Value/Volume of 2330 
2021/10/12,"27,126,088","15,455,194,493",570.00,575.00,564.00,575.00, 0.00,"32,210",2021/10  Daily Trading Value/Volume of 2330 
2021/10/13,"19,267,437","11,006,807,040",572.00,575.00,570.00,571.00,-4.00,"18,050",2021/10  Daily Trading Value/Volume of 2330 
2021/10/14,"14,270,641","8,213,170,376",579.00,579.00,573.00,573.00,+2.00,"14,814",2021/10  Daily Trading Value/Volume of 2330 
2021/10/15,"55,305,252","32,878,638,999",592.00,600.00,586.00,600.00,+27.00,"61,088",2021/10  Daily Trading Value/Volume of 2330 
2021/10/18,"19,753,943","11,802,365,489",604.00,604.00,590.00,590.00,-10.00,"21,353",2021/10  Daily Trading Value/Volume of 2330 
2021/10/19,"18,709,936","11,196,540,994",598.00,600.00,593.00,600.00,+10.00,"20,482",2021/10  Daily Trading Value/Volume of 2330 
2021/10/20,"17,537,878","10,527,701,553",603.00,604.00,597.00,598.00,-2.00,"16,410",2021/10  Daily Trading Value/Volume of 2330 
2021/10/21,"16,882,324","10,116,911,921",602.00,603.00,595.00,596.00,-2.00,"17,599",2021/10  Daily Trading Value/Volume of 2330 
2021/10/22,"14,236,279","8,520,299,817",600.00,602.00,594.00,600.00,+4.00,"12,812",2021/10  Daily Trading Value/Volume of 2330 
2021/10/25,"17,724,968","10,518,554,968",597.00,597.00,590.00,593.00,-7.00,"16,139",2021/10  Daily Trading Value/Volume of 2330 
2021/10/26,"27,047,187","16,169,131,795",595.00,600.00,593.00,599.00,+6.00,"13,081",2021/10  Daily Trading Value/Volume of 2330 
2021/10/27,"16,260,278","9,708,715,733",598.00,599.00,594.00,599.00, 0.00,"12,042",2021/10  Daily Trading Value/Volume of 2330 
2021/10/28,"16,927,154","10,066,068,774",598.00,598.00,591.00,595.00,-4.00,"15,065",2021/10  Daily Trading Value/Volume of 2330 
2021/10/29,"27,684,673","16,352,758,906",595.00,596.00,589.00,590.00,-5.00,"19,937",2021/10  Daily Trading Value/Volume of 2330 
2021/11/01,"17,110,357","10,107,402,871",591.00,593.00,590.00,590.00, 0.00,"13,798",2021/11  Daily Trading Value/Volume of 2330 
2021/11/02,"16,544,999","9,808,608,554",594.00,597.00,590.00,592.00,+2.00,"11,662",2021/11  Daily Trading Value/Volume of 2330 
2021/11/03,"11,404,984","6,773,439,607",597.00,597.00,592.00,592.00, 0.00,"8,934",2021/11  Daily Trading Value/Volume of 2330 
2021/11/04,"18,888,245","11,112,246,412",592.00,594.00,585.00,587.00,-5.00,"22,171",2021/11  Daily Trading Value/Volume of 2330 
2021/11/05,"35,086,799","20,974,569,571",598.00,600.00,595.00,600.00,+13.00,"31,929",2021/11  Daily Trading Value/Volume of 2330 
2021/11/08,"20,886,897","12,544,595,323",600.00,602.00,598.00,602.00,+2.00,"17,964",2021/11  Daily Trading Value/Volume of 2330 
2021/11/09,"42,340,785","25,935,652,781",611.00,617.00,610.00,611.00,+9.00,"42,855",2021/11  Daily Trading Value/Volume of 2330 
2021/11/10,"18,518,512","11,303,615,778",611.00,612.00,608.00,612.00,+1.00,"19,147",2021/11  Daily Trading Value/Volume of 2330 
2021/11/11,"20,257,792","12,225,622,771",600.00,606.00,600.00,606.00,-6.00,"16,140",2021/11  Daily Trading Value/Volume of 2330 
